#yymmdd    hhmmss   name          ra        dec       fwhm a/b  theta  sky   nstar ccdtemp tempam  encra     
2014-03-23 21:14:50 20140323_0530.fits(obstype=survey 185.721071 67.986446 3.42 1.06 6.21 171.536 72 268.509 -1.200 -45.250622
2014-03-23 21:14:54 20140323_0531.fits(obstype=survey 185.721071 67.986446 3.47 1.05 -4.06 173.264 71 268.509 -1.200 -45.250622
2014-03-23 21:14:58 20140323_0532.fits(obstype=survey 185.721071 67.986446 3.33 1.03 -32.61 176.767 75 268.509 -1.200 -45.250622
2014-03-23 21:15:03 20140323_0533.fits(obstype=survey 185.721071 67.986446 3.60 1.07 -3.96 172.854 73 268.509 -1.200 -45.250622
2014-03-23 21:15:07 20140323_0534.fits(obstype=survey 185.721071 67.986446 3.29 1.12 -1.78 171.871 69 268.509 -1.200 -45.250622
2014-03-23 21:15:12 20140323_0535.fits(obstype=survey 185.721071 67.986446 3.42 1.08 -4.33 171.273 76 268.509 -1.200 -45.250622
2014-03-23 21:15:16 20140323_0536.fits(obstype=survey 185.721071 67.986446 3.37 1.07 -2.38 172.202 76 268.509 -1.200 -45.250622
2014-03-23 21:15:21 20140323_0537.fits(obstype=survey 185.721071 67.986446 3.42 1.04 -18.68 166.736 75 268.509 -1.200 -45.250622
2014-03-23 21:15:25 20140323_0538.fits(obstype=survey 185.721071 67.986446 3.55 1.14 -4.31 171.429 73 268.509 -1.200 -45.250622
2014-03-23 21:15:29 20140323_0539.fits(obstype=survey 185.721071 67.986446 3.34 1.05 -14.27 170.74 73 268.509 -1.200 -45.250622
2014-03-23 21:15:34 20140323_0540.fits(obstype=survey 185.721071 67.986446 3.31 1.07 -83.99 171.703 77 268.509 -1.200 -45.250622
2014-03-23 21:15:38 20140323_0541.fits(obstype=survey 185.721071 67.986446 3.31 1.06 -4.00 170.587 77 268.509 -1.200 -45.250622
2014-03-23 21:15:43 20140323_0542.fits(obstype=survey 185.721071 67.986446 3.88 1.06 -13.77 171.249 69 268.509 -1.200 -45.250622
2014-03-23 21:15:47 20140323_0543.fits(obstype=survey 185.721071 67.986446 3.49 1.05 -13.93 174.843 74 268.509 -1.200 -45.250622
2014-03-23 21:15:52 20140323_0544.fits(obstype=survey 185.721071 67.986446 3.39 1.04 -3.40 170.462 75 268.509 -1.200 -45.250622
2014-03-23 21:15:56 20140323_0545.fits(obstype=survey 185.721071 67.986446 3.57 1.06 -17.05 170.801 71 268.509 -1.200 -45.250622
2014-03-23 21:16:00 20140323_0546.fits(obstype=survey 185.721071 67.986446 3.59 1.05 16.89 171.452 74 268.509 -1.200 -45.250622
2014-03-23 21:16:05 20140323_0547.fits(obstype=survey 185.721071 67.986446 3.45 1.05 -10.85 175.05 74 268.509 -1.200 -45.250622
2014-03-23 21:16:09 20140323_0548.fits(obstype=survey 185.721071 67.986446 3.52 1.10 -12.13 170.791 75 268.509 -1.200 -45.250622
2014-03-23 21:16:14 20140323_0549.fits(obstype=survey 185.721071 67.986446 3.34 1.05 6.68 174.313 73 268.509 -1.200 -45.250622
2014-03-23 21:16:20 20140323_0550.fits(obstype=survey 185.721071 67.986446 3.67 1.04 6.36 170.169 71 268.509 -1.200 -45.250622
2014-03-23 21:16:24 20140323_0551.fits(obstype=survey 185.721071 67.986446 3.44 1.03 10.41 174.548 75 268.509 -1.200 -45.250622
2014-03-23 21:16:29 20140323_0552.fits(obstype=survey 185.721071 67.986446 3.63 1.08 -13.17 169.967 72 268.509 -1.200 -45.250622
2014-03-23 21:21:15 20140323_0553.fits(obstype=survey 181.714993 67.988509 3.65 1.08 35.89 163.933 72 268.048 -1.400 -39.632442
2014-03-23 21:21:19 20140323_0554.fits(obstype=survey 181.714993 67.988509 3.61 1.05 -20.74 163.887 74 268.048 -1.400 -39.632442
2014-03-23 21:21:24 20140323_0555.fits(obstype=survey 181.714993 67.988509 3.79 1.09 -4.17 163.529 74 268.048 -1.400 -39.632442
2014-03-23 21:21:28 20140323_0556.fits(obstype=survey 181.714993 67.988509 4.36 1.09 -44.04 163.824 67 268.048 -1.400 -39.632442
2014-03-23 21:21:33 20140323_0557.fits(obstype=survey 181.714993 67.988509 3.76 1.06 6.81 162.877 68 268.048 -1.400 -39.632442
2014-03-23 21:21:37 20140323_0558.fits(obstype=survey 181.714993 67.988509 4.17 1.06 -14.25 163.002 72 268.048 -1.400 -39.632442
2014-03-23 21:21:42 20140323_0559.fits(obstype=survey 181.714993 67.988509 4.01 1.11 -14.15 163.521 68 268.048 -1.400 -39.632442
2014-03-23 21:21:46 20140323_0560.fits(obstype=survey 181.714993 67.988509 4.14 1.06 66.33 163.167 67 268.048 -1.400 -39.632442
2014-03-23 21:21:50 20140323_0561.fits(obstype=survey 181.714993 67.988509 4.55 1.13 -3.91 163.05 69 268.048 -1.400 -39.632442
2014-03-23 21:21:55 20140323_0562.fits(obstype=survey 181.714993 67.988509 4.35 1.10 -13.99 163.469 68 268.048 -1.400 -39.632442
2014-03-23 21:21:59 20140323_0563.fits(obstype=survey 181.714993 67.988509 4.02 1.14 10.54 167.962 70 268.048 -1.400 -39.632442
2014-03-23 21:22:04 20140323_0564.fits(obstype=survey 181.714993 67.988509 5.52 1.06 -83.96 160.128 61 268.048 -1.400 -39.632442
2014-03-23 21:22:08 20140323_0565.fits(obstype=survey 181.714993 67.988509 5.49 1.02 35.22 160.029 60 268.048 -1.400 -39.632442
2014-03-23 21:22:13 20140323_0566.fits(obstype=survey 181.714993 67.988509 5.71 1.05 27.69 164.071 64 268.048 -1.400 -39.632442
2014-03-23 21:22:17 20140323_0567.fits(obstype=survey 181.714993 67.988509 4.42 1.11 -12.79 163.084 67 268.048 -1.400 -39.632442
2014-03-23 21:22:22 20140323_0568.fits(obstype=survey 181.714993 67.988509 5.21 1.02 18.94 160.118 59 268.048 -1.400 -39.632442
2014-03-23 21:22:26 20140323_0569.fits(obstype=survey 181.714993 67.988509 5.16 1.02 56.39 158.963 60 268.048 -1.400 -39.632442
2014-03-23 21:22:30 20140323_0570.fits(obstype=survey 181.714993 67.988509 6.33 1.10 7.75 159.92 48 268.048 -1.400 -39.632442
2014-03-23 21:22:35 20140323_0571.fits(obstype=survey 181.714993 67.988509 5.54 1.06 36.38 159.039 56 268.048 -1.400 -39.632442
2014-03-23 21:22:39 20140323_0572.fits(obstype=survey 181.714993 67.988509 5.97 1.03 38.59 159.441 51 268.048 -1.400 -39.632442
2014-03-23 21:22:44 20140323_0573.fits(obstype=survey 181.714993 67.988509 5.96 1.03 66.07 158.754 56 268.048 -1.400 -39.632442
2014-03-23 21:22:50 20140323_0574.fits(obstype=survey 181.714993 67.988509 4.91 1.05 77.10 158.626 61 268.048 -1.400 -39.632442
2014-03-23 21:22:54 20140323_0575.fits(obstype=survey 181.714993 67.988509 5.23 1.02 20.23 159.237 59 268.048 -1.400 -39.632442
2014-03-23 21:22:59 20140323_0576.fits(obstype=survey 181.714993 67.988509 6.60 1.02 -82.16 162.868 55 268.048 -1.400 -39.632442
2014-03-23 21:27:42 20140323_0577.fits(obstype=survey 185.717601 67.987542 5.66 1.08 27.84 166.122 68 268.010 -1.400 -42.005754
2014-03-23 21:27:46 20140323_0578.fits(obstype=survey 185.717601 67.987542 4.16 1.02 -3.95 167.161 72 268.010 -1.400 -42.005754
2014-03-23 21:27:51 20140323_0579.fits(obstype=survey 185.717601 67.987542 5.43 1.03 -24.26 166.929 68 268.010 -1.400 -42.005754
2014-03-23 21:27:55 20140323_0580.fits(obstype=survey 185.717601 67.987542 4.41 1.06 16.15 167.681 71 268.010 -1.400 -42.005754
2014-03-23 21:28:00 20140323_0581.fits(obstype=survey 185.717601 67.987542 5.43 1.03 -24.03 165.918 67 268.010 -1.400 -42.005754
2014-03-23 21:28:04 20140323_0582.fits(obstype=survey 185.717601 67.987542 4.10 1.05 -14.31 167.205 69 268.010 -1.400 -42.005754
2014-03-23 21:28:09 20140323_0583.fits(obstype=survey 185.717601 67.987542 4.07 1.06 -14.05 166.311 71 268.010 -1.400 -42.005754
2014-03-23 21:28:13 20140323_0584.fits(obstype=survey 185.717601 67.987542 3.96 1.02 15.64 166.401 72 268.010 -1.400 -42.005754
2014-03-23 21:28:17 20140323_0585.fits(obstype=survey 185.717601 67.987542 4.24 1.06 -14.16 166.808 70 268.010 -1.400 -42.005754
2014-03-23 21:28:22 20140323_0586.fits(obstype=survey 185.717601 67.987542 4.17 1.03 -4.92 167.376 71 268.010 -1.400 -42.005754
2014-03-23 21:28:26 20140323_0587.fits(obstype=survey 185.717601 67.987542 3.61 1.05 -13.88 166.095 76 268.010 -1.400 -42.005754
2014-03-23 21:28:31 20140323_0588.fits(obstype=survey 185.717601 67.987542 4.06 1.06 25.18 165.676 71 268.010 -1.400 -42.005754
2014-03-23 21:28:35 20140323_0589.fits(obstype=survey 185.717601 67.987542 4.12 1.05 5.19 166.523 73 268.010 -1.400 -42.005754
2014-03-23 21:28:40 20140323_0590.fits(obstype=survey 185.717601 67.987542 4.92 1.09 -3.93 166.762 73 268.010 -1.400 -42.005754
2014-03-23 21:28:44 20140323_0591.fits(obstype=survey 185.717601 67.987542 4.13 1.03 5.91 165.906 71 268.010 -1.400 -42.005754
2014-03-23 21:28:48 20140323_0592.fits(obstype=survey 185.717601 67.987542 4.02 1.03 -4.50 165.652 73 268.010 -1.400 -42.005754
2014-03-23 21:28:53 20140323_0593.fits(obstype=survey 185.717601 67.987542 5.57 1.06 25.56 166.02 70 268.010 -1.400 -42.005754
2014-03-23 21:28:58 20140323_0594.fits(obstype=survey 185.717601 67.987542 4.25 1.06 -14.38 165.85 70 268.010 -1.400 -42.005754
2014-03-23 21:29:02 20140323_0595.fits(obstype=survey 185.717601 67.987542 4.35 1.03 -23.98 165.97 70 268.010 -1.400 -42.005754
2014-03-23 21:29:06 20140323_0596.fits(obstype=survey 185.717601 67.987542 4.43 1.07 25.10 166.406 71 268.010 -1.400 -42.005754
2014-03-23 21:29:11 20140323_0597.fits(obstype=survey 185.717601 67.987542 4.12 1.08 -4.39 165.307 72 268.010 -1.400 -42.005754
2014-03-23 21:29:15 20140323_0598.fits(obstype=survey 185.717601 67.987542 5.73 1.05 -14.05 161.574 70 268.010 -1.400 -42.005754
2014-03-23 21:29:20 20140323_0599.fits(obstype=survey 185.717601 67.987542 3.84 1.05 36.14 165.719 73 268.010 -1.400 -42.005754
2014-03-23 21:29:24 20140323_0600.fits(obstype=survey 185.717601 67.987542 4.19 1.06 45.70 164.983 71 268.010 -1.400 -42.005754
2014-03-23 21:34:09 20140323_0601.fits(obstype=survey 181.711032 67.989593 4.20 1.03 -14.55 160.556 70 267.760 -1.700 -36.395253
2014-03-23 21:34:14 20140323_0602.fits(obstype=survey 181.711032 67.989593 4.41 1.09 -13.94 154.794 65 267.760 -1.700 -36.395253
2014-03-23 21:34:18 20140323_0603.fits(obstype=survey 181.711032 67.989593 4.29 1.06 55.90 159.133 69 267.760 -1.700 -36.395253
2014-03-23 21:34:23 20140323_0604.fits(obstype=survey 181.711032 67.989593 3.72 1.05 25.82 170.081 73 267.760 -1.700 -36.395253
2014-03-23 21:34:27 20140323_0605.fits(obstype=survey 181.711032 67.989593 4.00 1.09 5.47 169.406 69 267.760 -1.700 -36.395253
2014-03-23 21:34:31 20140323_0606.fits(obstype=survey 181.711032 67.989593 3.83 1.03 -34.58 169.44 72 267.760 -1.700 -36.395253
2014-03-23 21:34:36 20140323_0607.fits(obstype=survey 181.711032 67.989593 3.72 1.08 -24.12 155.075 70 267.760 -1.700 -36.395253
2014-03-23 21:34:40 20140323_0608.fits(obstype=survey 181.711032 67.989593 4.02 1.08 65.63 169.853 71 267.760 -1.700 -36.395253
2014-03-23 21:34:44 20140323_0609.fits(obstype=survey 181.711032 67.989593 3.74 1.08 35.91 154.971 72 267.760 -1.700 -36.395253
2014-03-23 21:34:49 20140323_0610.fits(obstype=survey 181.711032 67.989593 3.63 1.06 -24.43 159.363 73 267.760 -1.700 -36.395253
2014-03-23 21:34:53 20140323_0611.fits(obstype=survey 181.711032 67.989593 3.42 1.03 -64.27 159.601 70 267.760 -1.700 -36.395253
2014-03-23 21:34:58 20140323_0612.fits(obstype=survey 181.711032 67.989593 3.87 1.03 -14.30 159.419 69 267.760 -1.700 -36.395253
2014-03-23 21:35:02 20140323_0613.fits(obstype=survey 181.711032 67.989593 3.66 1.05 -34.15 153.92 72 267.760 -1.700 -36.395253
2014-03-23 21:35:06 20140323_0614.fits(obstype=survey 181.711032 67.989593 3.54 1.06 -54.31 163.823 71 267.760 -1.700 -36.395253
2014-03-23 21:35:11 20140323_0615.fits(obstype=survey 181.711032 67.989593 3.94 1.03 -84.22 154.389 73 267.760 -1.700 -36.395253
2014-03-23 21:35:15 20140323_0616.fits(obstype=survey 181.711032 67.989593 3.58 1.06 -14.51 159.444 74 267.760 -1.700 -36.395253
2014-03-23 21:35:20 20140323_0617.fits(obstype=survey 181.711032 67.989593 3.48 1.07 -14.02 158.95 73 267.760 -1.700 -36.395253
2014-03-23 21:35:24 20140323_0618.fits(obstype=survey 181.711032 67.989593 3.22 1.05 5.90 153.713 73 267.760 -1.700 -36.395253
2014-03-23 21:35:28 20140323_0619.fits(obstype=survey 181.711032 67.989593 3.16 1.12 -3.67 159.286 74 267.760 -1.700 -36.395253
2014-03-23 21:35:33 20140323_0620.fits(obstype=survey 181.711032 67.989593 3.51 1.08 -2.84 158.818 73 267.760 -1.700 -36.395253
2014-03-23 21:35:38 20140323_0621.fits(obstype=survey 181.711032 67.989593 3.70 1.06 -4.69 153.088 69 267.760 -1.700 -36.395253
2014-03-23 21:35:44 20140323_0622.fits(obstype=survey 181.711032 67.989593 4.03 1.06 15.43 168.373 73 267.760 -1.700 -36.395253
2014-03-23 21:35:48 20140323_0623.fits(obstype=survey 181.711032 67.989593 3.88 1.05 -4.34 153.951 70 267.760 -1.700 -36.395253
2014-03-23 21:35:53 20140323_0624.fits(obstype=survey 181.711032 67.989593 3.74 1.05 -11.11 157.809 71 267.760 -1.700 -36.395253
2014-03-23 21:40:34 20140323_0625.fits(obstype=survey 185.714004 67.988586 3.85 1.03 5.57 157.864 76 267.377 -1.900 -38.776161
2014-03-23 21:40:39 20140323_0626.fits(obstype=survey 185.714004 67.988586 3.39 1.06 -4.20 156.97 79 267.377 -1.900 -38.776161
2014-03-23 21:40:43 20140323_0627.fits(obstype=survey 185.714004 67.988586 3.65 1.08 5.84 157.22 75 267.377 -1.900 -38.776161
2014-03-23 21:40:48 20140323_0628.fits(obstype=survey 185.714004 67.988586 3.82 1.03 -4.26 158.183 78 267.377 -1.900 -38.776161
2014-03-23 21:40:52 20140323_0629.fits(obstype=survey 185.714004 67.988586 3.65 1.02 7.08 162.483 79 267.377 -1.900 -38.776161
2014-03-23 21:40:57 20140323_0630.fits(obstype=survey 185.714004 67.988586 3.63 1.05 9.44 157.428 77 267.377 -1.900 -38.776161
2014-03-23 21:41:01 20140323_0631.fits(obstype=survey 185.714004 67.988586 3.99 1.08 7.11 162.918 77 267.377 -1.900 -38.776161
2014-03-23 21:41:05 20140323_0632.fits(obstype=survey 185.714004 67.988586 3.77 1.06 15.78 162.116 80 267.377 -1.900 -38.776161
2014-03-23 21:41:10 20140323_0633.fits(obstype=survey 185.714004 67.988586 3.46 1.12 -4.38 157.766 83 267.377 -1.900 -38.776161
2014-03-23 21:41:14 20140323_0634.fits(obstype=survey 185.714004 67.988586 3.56 1.06 15.40 161.593 82 267.377 -1.900 -38.776161
2014-03-23 21:41:19 20140323_0635.fits(obstype=survey 185.714004 67.988586 3.45 1.04 5.72 162.123 81 267.377 -1.900 -38.776161
2014-03-23 21:41:23 20140323_0636.fits(obstype=survey 185.714004 67.988586 3.87 1.03 5.76 156.797 74 267.377 -1.900 -38.776161
2014-03-23 21:41:27 20140323_0637.fits(obstype=survey 185.714004 67.988586 4.16 1.06 -4.89 156.809 75 267.377 -1.900 -38.776161
2014-03-23 21:41:32 20140323_0638.fits(obstype=survey 185.714004 67.988586 3.94 1.09 6.32 162.396 77 267.377 -1.900 -38.776161
2014-03-23 21:41:36 20140323_0639.fits(obstype=survey 185.714004 67.988586 3.93 1.08 -14.04 157.174 80 267.377 -1.900 -38.776161
2014-03-23 21:41:41 20140323_0640.fits(obstype=survey 185.714004 67.988586 4.02 1.03 -14.06 162.467 74 267.377 -1.900 -38.776161
2014-03-23 21:41:45 20140323_0641.fits(obstype=survey 185.714004 67.988586 4.05 1.14 -0.71 162.113 75 267.377 -1.900 -38.776161
2014-03-23 21:41:51 20140323_0642.fits(obstype=survey 185.714004 67.988586 3.94 1.09 -23.15 161.721 78 267.377 -1.900 -38.776161
2014-03-23 21:41:55 20140323_0643.fits(obstype=survey 185.714004 67.988586 3.96 1.11 -13.85 157.134 79 267.377 -1.900 -38.776161
2014-03-23 21:41:59 20140323_0644.fits(obstype=survey 185.714004 67.988586 3.59 1.05 15.84 156.595 80 267.377 -1.900 -38.776161
2014-03-23 21:42:04 20140323_0645.fits(obstype=survey 185.714004 67.988586 3.83 1.03 -13.72 156.925 77 267.377 -1.900 -38.776161
2014-03-23 21:42:08 20140323_0646.fits(obstype=survey 185.714004 67.988586 3.79 1.05 -12.04 156.649 76 267.377 -1.900 -38.776161
2014-03-23 21:42:13 20140323_0647.fits(obstype=survey 185.714004 67.988586 3.94 1.09 -3.92 162.358 76 267.377 -1.900 -38.776161
2014-03-23 21:42:17 20140323_0648.fits(obstype=survey 185.714004 67.988586 4.15 1.09 -4.30 156.978 79 267.377 -1.900 -38.776161
2014-03-23 21:47:01 20140323_0649.fits(obstype=survey 181.706573 67.990688 4.12 1.21 6.23 157.04 70 267.319 -2.200 -33.165047
2014-03-23 21:47:05 20140323_0650.fits(obstype=survey 181.706573 67.990688 4.16 1.09 -23.52 157.391 71 267.319 -2.200 -33.165047
2014-03-23 21:47:10 20140323_0651.fits(obstype=survey 181.706573 67.990688 4.03 1.06 27.26 155.896 73 267.319 -2.200 -33.165047
2014-03-23 21:47:14 20140323_0652.fits(obstype=survey 181.706573 67.990688 4.15 1.02 5.46 156.279 71 267.319 -2.200 -33.165047
2014-03-23 21:47:19 20140323_0653.fits(obstype=survey 181.706573 67.990688 3.99 1.05 6.50 154.217 71 267.319 -2.200 -33.165047
2014-03-23 21:47:23 20140323_0654.fits(obstype=survey 181.706573 67.990688 3.60 1.06 -0.61 156.033 74 267.319 -2.200 -33.165047
2014-03-23 21:47:27 20140323_0655.fits(obstype=survey 181.706573 67.990688 3.82 1.04 -23.51 155.271 71 267.319 -2.200 -33.165047
2014-03-23 21:47:32 20140323_0656.fits(obstype=survey 181.706573 67.990688 3.83 1.05 -3.74 155.477 72 267.319 -2.200 -33.165047
2014-03-23 21:47:36 20140323_0657.fits(obstype=survey 181.706573 67.990688 3.97 1.06 -3.59 154.678 69 267.319 -2.200 -33.165047
2014-03-23 21:47:41 20140323_0658.fits(obstype=survey 181.706573 67.990688 4.03 1.04 -13.39 155.405 71 267.319 -2.200 -33.165047
2014-03-23 21:47:45 20140323_0659.fits(obstype=survey 181.706573 67.990688 3.78 1.08 6.54 151.174 70 267.319 -2.200 -33.165047
2014-03-23 21:47:49 20140323_0660.fits(obstype=survey 181.706573 67.990688 3.75 1.06 -3.88 151.097 71 267.319 -2.200 -33.165047
2014-03-23 21:47:54 20140323_0661.fits(obstype=survey 181.706573 67.990688 3.95 1.09 -4.01 155.747 73 267.319 -2.200 -33.165047
2014-03-23 21:47:58 20140323_0662.fits(obstype=survey 181.706573 67.990688 3.82 1.05 -4.08 154.765 71 267.319 -2.200 -33.165047
2014-03-23 21:48:03 20140323_0663.fits(obstype=survey 181.706573 67.990688 3.64 1.06 -4.05 154.743 71 267.319 -2.200 -33.165047
2014-03-23 21:48:07 20140323_0664.fits(obstype=survey 181.706573 67.990688 3.77 1.09 -14.69 150.178 73 267.319 -2.200 -33.165047
2014-03-23 21:48:12 20140323_0665.fits(obstype=survey 181.706573 67.990688 3.77 1.03 -4.19 149.407 73 267.319 -2.200 -33.165047
2014-03-23 21:48:17 20140323_0666.fits(obstype=survey 181.706573 67.990688 4.03 1.08 15.62 149.515 73 267.319 -2.200 -33.165047
2014-03-23 21:48:21 20140323_0667.fits(obstype=survey 181.706573 67.990688 3.54 1.06 -4.47 154.959 74 267.319 -2.200 -33.165047
2014-03-23 21:48:26 20140323_0668.fits(obstype=survey 181.706573 67.990688 3.58 1.07 -14.34 149.965 73 267.319 -2.200 -33.165047
2014-03-23 21:48:30 20140323_0669.fits(obstype=survey 181.706573 67.990688 3.96 1.05 -3.63 155.066 73 267.319 -2.200 -33.165047
2014-03-23 21:48:36 20140323_0670.fits(obstype=survey 181.706573 67.990688 3.66 1.03 -4.19 149.835 74 267.319 -2.200 -33.165047
2014-03-23 21:48:41 20140323_0671.fits(obstype=survey 181.706573 67.990688 3.66 1.05 35.82 153.542 74 267.319 -2.200 -33.165047
2014-03-23 21:48:46 20140323_0672.fits(obstype=survey 181.706573 67.990688 3.75 1.04 -4.09 153.881 77 267.319 -2.200 -33.165047
2014-03-23 21:53:27 20140323_0673.fits(obstype=survey 185.710235 67.989674 3.50 1.08 5.95 153.766 83 266.974 -2.400 -35.543592
2014-03-23 21:53:31 20140323_0674.fits(obstype=survey 185.710235 67.989674 3.83 1.09 -3.75 152.408 84 266.974 -2.400 -35.543592
2014-03-23 21:53:36 20140323_0675.fits(obstype=survey 185.710235 67.989674 3.38 1.06 -4.41 152.545 85 266.974 -2.400 -35.543592
2014-03-23 21:53:40 20140323_0676.fits(obstype=survey 185.710235 67.989674 3.37 1.09 -4.08 152.933 83 266.974 -2.400 -35.543592
2014-03-23 21:53:45 20140323_0677.fits(obstype=survey 185.710235 67.989674 3.34 1.03 -4.12 153.064 88 266.974 -2.400 -35.543592
2014-03-23 21:53:49 20140323_0678.fits(obstype=survey 185.710235 67.989674 3.42 1.12 -13.80 153.579 83 266.974 -2.400 -35.543592
2014-03-23 21:53:54 20140323_0679.fits(obstype=survey 185.710235 67.989674 3.36 1.12 -44.39 152.591 86 266.974 -2.400 -35.543592
2014-03-23 21:53:58 20140323_0680.fits(obstype=survey 185.710235 67.989674 3.36 1.05 -7.99 153.445 85 266.974 -2.400 -35.543592
2014-03-23 21:54:03 20140323_0681.fits(obstype=survey 185.710235 67.989674 3.21 1.06 8.78 152.903 83 266.974 -2.400 -35.543592
2014-03-23 21:54:07 20140323_0682.fits(obstype=survey 185.710235 67.989674 3.34 1.08 -14.12 152.902 84 266.974 -2.400 -35.543592
2014-03-23 21:54:11 20140323_0683.fits(obstype=survey 185.710235 67.989674 3.55 1.11 5.77 153.665 87 266.974 -2.400 -35.543592
2014-03-23 21:54:16 20140323_0684.fits(obstype=survey 185.710235 67.989674 4.03 1.05 6.28 152.611 86 266.974 -2.400 -35.543592
2014-03-23 21:54:21 20140323_0685.fits(obstype=survey 185.710235 67.989674 3.55 1.06 5.90 152.183 82 266.974 -2.400 -35.543592
2014-03-23 21:54:25 20140323_0686.fits(obstype=survey 185.710235 67.989674 3.38 1.05 -24.25 152.113 84 266.974 -2.400 -35.543592
2014-03-23 21:54:30 20140323_0687.fits(obstype=survey 185.710235 67.989674 3.58 1.08 -24.38 152.191 88 266.974 -2.400 -35.543592
2014-03-23 21:54:34 20140323_0688.fits(obstype=survey 185.710235 67.989674 3.26 1.06 -14.06 152.067 88 266.974 -2.400 -35.543592
2014-03-23 21:54:39 20140323_0689.fits(obstype=survey 185.710235 67.989674 3.35 1.09 -14.26 151.799 86 266.974 -2.400 -35.543592
2014-03-23 21:54:44 20140323_0690.fits(obstype=survey 185.710235 67.989674 3.37 1.07 -24.09 152.244 85 266.974 -2.400 -35.543592
2014-03-23 21:54:49 20140323_0691.fits(obstype=survey 185.710235 67.989674 3.42 1.07 -34.19 152.527 88 266.974 -2.400 -35.543592
2014-03-23 21:54:54 20140323_0692.fits(obstype=survey 185.710235 67.989674 3.15 1.07 -4.56 152.267 88 266.974 -2.400 -35.543592
2014-03-23 21:54:58 20140323_0693.fits(obstype=survey 185.710235 67.989674 3.31 1.09 -4.06 151.901 84 266.974 -2.400 -35.543592
2014-03-23 21:55:03 20140323_0694.fits(obstype=survey 185.710235 67.989674 3.35 1.02 15.68 151.908 88 266.974 -2.400 -35.543592
2014-03-23 21:55:07 20140323_0695.fits(obstype=survey 185.710235 67.989674 3.43 1.06 -4.46 151.571 88 266.974 -2.400 -35.543592
2014-03-23 21:55:12 20140323_0696.fits(obstype=survey 185.710235 67.989674 3.39 1.09 5.72 152.061 87 266.974 -2.400 -35.543592
2014-03-23 21:59:54 20140323_0697.fits(obstype=survey 181.702049 67.991786 3.62 1.03 -4.10 156.134 76 266.801 -2.600 -29.932094
2014-03-23 21:59:59 20140323_0698.fits(obstype=survey 181.702049 67.991786 3.51 1.05 5.76 142.06 74 266.801 -2.600 -29.932094
2014-03-23 22:00:03 20140323_0699.fits(obstype=survey 181.702049 67.991786 3.53 1.06 5.83 141.133 76 266.801 -2.600 -29.932094
2014-03-23 22:00:07 20140323_0700.fits(obstype=survey 181.702049 67.991786 3.64 1.05 16.14 151.562 73 266.801 -2.600 -29.932094
2014-03-23 22:00:12 20140323_0701.fits(obstype=survey 181.702049 67.991786 3.43 1.06 -4.21 141.131 74 266.801 -2.600 -29.932094
2014-03-23 22:00:16 20140323_0702.fits(obstype=survey 181.702049 67.991786 3.77 1.06 -14.03 145.116 74 266.801 -2.600 -29.932094
2014-03-23 22:00:21 20140323_0703.fits(obstype=survey 181.702049 67.991786 3.41 1.08 -3.94 141.372 74 266.801 -2.600 -29.932094
2014-03-23 22:00:25 20140323_0704.fits(obstype=survey 181.702049 67.991786 3.41 1.08 -13.81 140.398 75 266.801 -2.600 -29.932094
2014-03-23 22:00:30 20140323_0705.fits(obstype=survey 181.702049 67.991786 4.06 1.09 -4.59 145.305 70 266.801 -2.600 -29.932094
2014-03-23 22:00:34 20140323_0706.fits(obstype=survey 181.702049 67.991786 3.42 1.05 5.85 155.471 78 266.801 -2.600 -29.932094
2014-03-23 22:00:38 20140323_0707.fits(obstype=survey 181.702049 67.991786 3.88 1.06 6.06 140.606 71 266.801 -2.600 -29.932094
2014-03-23 22:00:43 20140323_0708.fits(obstype=survey 181.702049 67.991786 3.76 1.12 -13.83 151.096 75 266.801 -2.600 -29.932094
2014-03-23 22:00:47 20140323_0709.fits(obstype=survey 181.702049 67.991786 3.75 1.04 15.98 146.031 74 266.801 -2.600 -29.932094
2014-03-23 22:00:52 20140323_0710.fits(obstype=survey 181.702049 67.991786 3.84 1.06 -3.88 150.893 72 266.801 -2.600 -29.932094
2014-03-23 22:00:56 20140323_0711.fits(obstype=survey 181.702049 67.991786 3.52 1.07 -3.78 140.416 74 266.801 -2.600 -29.932094
2014-03-23 22:01:01 20140323_0712.fits(obstype=survey 181.702049 67.991786 3.23 1.08 -24.11 150.663 77 266.801 -2.600 -29.932094
2014-03-23 22:01:05 20140323_0713.fits(obstype=survey 181.702049 67.991786 3.24 1.05 15.76 139.613 77 266.801 -2.600 -29.932094
2014-03-23 22:01:10 20140323_0714.fits(obstype=survey 181.702049 67.991786 3.39 1.06 -14.00 145.765 81 266.801 -2.600 -29.932094
2014-03-23 22:01:14 20140323_0715.fits(obstype=survey 181.702049 67.991786 3.20 1.08 -3.99 140.136 79 266.801 -2.600 -29.932094
2014-03-23 22:01:19 20140323_0716.fits(obstype=survey 181.702049 67.991786 3.45 1.05 5.96 145.026 76 266.801 -2.600 -29.932094
2014-03-23 22:01:23 20140323_0717.fits(obstype=survey 181.702049 67.991786 3.39 1.06 -13.52 139.635 76 266.801 -2.600 -29.932094
2014-03-23 22:01:28 20140323_0718.fits(obstype=survey 181.702049 67.991786 3.54 1.08 -4.18 145.829 79 266.801 -2.600 -29.932094
